NOME;RENDA;GINI;CMI
Ouro Verde do Oeste (PR);307.11;0.49;25.4
Ouro Verde (SC);525.59;0.62;24.6
Ouro Verde (SP);270.47;0.42;24.1
Ouvidor (GO);406.05;0.51;21.9
Pacaembu (SP);470.28;0.52;19.8
Pacajá (PA);231.91;0.66;35.11
Pacajus (CE);208.74;0.53;42.21
Pacaraima (RR);321.85;0.7;27.6
Pacatuba (CE);203.31;0.44;34.53
Pacatuba (SE);103.68;0.58;46.59
Paço do Lumiar (MA);291.12;0.49;33.41
Pacoti (CE);158.45;0.52;36.88
Pacujá (CE);243.05;0.53;43.53
Padre Bernardo (GO);331.05;0.56;30
Padre Carvalho (MG);212.82;0.53;32.04
Padre Marcos (PI);123.72;0.54;63.95
Padre Paraíso (MG);187.68;0.54;36.29
Paes Landim (PI);128.94;0.49;52.82
Paial (SC);338.3;0.47;24.2
Paiçandu (PR);363.91;0.37;27.24
Paim Filho (RS);564.93;0.55;20.2
Paineiras (MG);324.39;0.47;18.05
Painel (SC);429.39;0.49;31
Pains (MG);454.81;0.49;16.95
Pai Pedro (MG);144.09;0.46;46.2
Paiva (MG);327.43;0.44;30.15
Pajeú do Piauí (PI);173.75;0.49;38.17
Palestina (AL);109.76;0.54;57.19
Palestina de Goiás (GO);332.99;0.42;29.1
Palestina do Pará (PA);232.44;0.55;34.23
Palestina (SP);475.62;0.5;21.6
Palhano (CE);124.8;0.5;45.92
Palhoça (SC);598.48;0.43;13.67
Palmácia (CE);140.63;0.6;38.83
Palma (MG);393.1;0.57;25.91
Palmares do Sul (RS);460.99;0.53;17.8
Palmares Paulista (SP);473.59;0.39;24.1
Palmares (PE);272.07;0.54;68.26
Palmas de Monte Alto (BA);219.03;0.48;37.21
Palma Sola (SC);377.71;0.55;26
Palmas (PR);489.33;0.6;29.01
Palmas (TO);714.58;0.63;25.79
Palmeira das Missões (RS);544.05;0.64;18.2
Palmeira D'Oeste (SP);465.41;0.51;19.3
Palmeira do Piauí (PI);163.2;0.49;46.29
Palmeira dos Índios (AL);234.81;0.56;33.39
Palmeirais (PI);122.9;0.59;44.06
Palmeirândia (MA);104.32;0.57;55.45
Palmeirante (TO);113.66;0.57;45.44
Palmeira (PR);542.16;0.59;29.01
Palmeiras (BA);230.73;0.58;36.95
Palmeira (SC);471.82;0.49;31.2
Palmeiras de Goiás (GO);363.59;0.51;21.5
Palmeiras do Tocantins (TO);140.71;0.51;43.19
Palmeirina (PE);198.78;0.58;69.55
Palmeirópolis (TO);339.21;0.61;31.25
Palmelo (GO);425.16;0.48;21.9
Palminópolis (GO);406.79;0.52;27.3
Palmital (PR);285.53;0.61;32.76
Palmital (SP);739.37;0.53;21
Palmitinho (RS);417.31;0.54;20.1
Palmitos (SC);605.47;0.56;22.6
Palmópolis (MG);134.65;0.47;44.27
Palotina (PR);707.35;0.57;18.79
Panamá (GO);328.66;0.48;30.8
Panambi (RS);622.58;0.51;14.1
Pancas (ES);305.33;0.56;28.72
Panelas (PE);143.22;0.56;62.1
Panorama (SP);576.92;0.52;19.3
Pantano Grande (RS);424.49;0.55;24.5
Pão de Açúcar (AL);174.43;0.57;44.34
Papagaios (MG);455.96;0.58;33.62
Papanduva (SC);324.29;0.51;23.9
Paquetá (PI);99.94;0.49;54.36
Paracambi (RJ);538.67;0.48;23.93
Paracatu (MG);443.35;0.58;26.71
Paracuru (CE);160.46;0.55;52.55
Pará de Minas (MG);576.05;0.56;16
Paragominas (PA);334.78;0.6;40.9
Paraguaçu (MG);535.43;0.52;17.89
Paraguaçu Paulista (SP);543.04;0.51;23.1
Paraíba do Sul (RJ);524.64;0.57;18.21
Paraibano (MA);183.74;0.56;61.49
Paraibuna (SP);490.29;0.54;19.8
Paraipaba (CE);168.12;0.55;38.22
Paraí (RS);757.37;0.47;15.1
Paraíso do Norte (PR);495.42;0.53;26
Paraíso do Sul (RS);382.55;0.49;20.7
Paraíso do Tocantins (TO);620.01;0.62;34.79
Paraisópolis (MG);494.05;0.53;20.69
Paraíso (SC);350.75;0.53;20.2
Paraíso (SP);479.35;0.46;14.7
Parambu (CE);133.14;0.53;36.95
Paramirim (BA);340;0.51;41.62
Paramoti (CE);111.72;0.52;51.77
Paranacity (PR);437.47;0.5;24.88
Paranaguá (PR);604.48;0.52;20.4
Paranaíba (MS);572.01;0.6;25.14
Paranaiguara (GO);512.07;0.54;21.2
Paranaíta (MT);458.86;0.6;30.1
Paranapanema (SP);512.73;0.52;20.8
Paranapoema (PR);286.32;0.43;24.69
Paranapuã (SP);463.89;0.48;20.3
Paraná (RN);117.11;0.63;54.49
Paranatama (PE);135.47;0.49;84.25
Paranatinga (MT);510.09;0.58;30.37
Paranã (TO);175.47;0.65;44.62
Paranavaí (PR);617.56;0.56;20.4
Paranhos (MS);235.81;0.64;28.09
Paraopeba (MG);433.64;0.52;27.35
Parapuã (SP);418.66;0.53;17.7
Parari (PB);175.59;0.49;52.82
Paratinga (BA);96.99;0.55;44.32
Paraty (RJ);616.65;0.52;15.69
Parauapebas (PA);444.97;0.59;32.28
Paraúna (GO);496.54;0.56;25.9
Paraú (RN);212.79;0.55;64.74
Parazinho (RN);149.33;0.51;68.67
Pardinho (SP);493.17;0.46;18.1
Pareci Novo (RS);573.03;0.41;13.2
Parecis (RO);185.42;0.52;30.38
Parelhas (RN);240.61;0.52;31.54
Pariconha (AL);101.98;0.52;55.23
Parintins (AM);203.36;0.61;38.66
Paripiranga (BA);183.79;0.57;59.47
Paripueira (AL);168.82;0.53;49.3
Pariquera-Açu (SP);470.51;0.55;18.6
Parisi (SP);377.51;0.38;21.8
Parnaguá (PI);133.82;0.56;46.16
Parnaíba (PI);340.35;0.57;34.09
Parnamirim (PE);169.29;0.56;51.32
Parnamirim (RN);520.96;0.55;35.26
Parnarama (MA);97.3;0.55;50.93
Parobé (RS);479;0.4;15.3
Passabém (MG);334.04;0.51;35.81
Passa E Fica (RN);165.73;0.55;49.72
Passagem Franca do Piauí (PI);121.7;0.5;47.24
Passagem Franca (MA);118.93;0.55;57.19
Passagem (PB);171.89;0.51;39.41
Passagem (RN);136.36;0.44;36.44
Passa Quatro (MG);468.28;0.56;20.74
Passa Sete (RS);215.71;0.45;19.7
Passa Tempo (MG);535.96;0.65;22.95
Passa-Vinte (MG);351;0.48;21.06
Passira (PE);161.44;0.5;57.81
Passo de Camaragibe (AL);133.65;0.48;55.2
Passo de Torres (SC);396.12;0.5;20.4
Passo do Sobrado (RS);616.17;0.47;19
Passo Fundo (RS);803.71;0.56;16.8
Passos Maia (SC);329.22;0.5;27.2
Passos (MG);613.26;0.53;22.63
Pastos Bons (MA);137.62;0.55;48.69
Patis (MG);118.02;0.54;42.48
Pato Bragado (PR);569.34;0.51;24.71
Pato Branco (PR);736.2;0.56;20.4
Patos de Minas (MG);602.52;0.54;17.96
Patos do Piauí (PI);141.68;0.51;49.14
Patos (PB);324.87;0.57;32.31
Patrocínio do Muriaé (MG);318.05;0.49;22.88
Patrocínio (MG);563.07;0.57;16.92
Patrocínio Paulista (SP);528.13;0.48;17.6
Patu (RN);302.24;0.56;42.92
Paty do Alferes (RJ);416.61;0.56;26.31
Pau Brasil (BA);187.7;0.55;60.66
Paudalho (PE);211.43;0.56;45.63
Pau D'Arco do Piauí (PI);72.03;0.58;49.76
Pau D'Arco (PA);173.88;0.51;34.67
Pau D'Arco (TO);241.66;0.52;44.26
Pau dos Ferros (RN);338.63;0.57;32.02
Pauini (AM);198.75;0.7;59.65
Paula Cândido (MG);238.96;0.48;33.84
Paula Freitas (PR);351.96;0.58;22.4
Paulicéia (SP);440.71;0.44;22.9
Paulínia (SP);1000.58;0.49;17.4
Paulino Neves (MA);78.99;0.58;57.11
Paulistana (PI);161.35;0.6;47.49
Paulistânia (SP);475.08;0.43;20.5
Paulista (PB);189.32;0.55;47.4
Paulista (PE);430.9;0.52;27.49
Paulistas (MG);198.98;0.55;24.64
Paulo Afonso (BA);342.92;0.59;29.99
Paulo Bento (RS);369.22;0.46;16
Paulo de Faria (SP);533.4;0.55;23.7
Paulo Frontin (PR);345.94;0.54;34.13
Paulo Jacinto (AL);126.8;0.52;42.57
Paulo Lopes (SC);395.71;0.41;19.6
Paulo Ramos (MA);132.66;0.55;69.87
Pavão (MG);211.68;0.53;29.4
Paverama (RS);411.55;0.39;17.9
Pavussu (PI);118.48;0.53;52.99
Peabiru (PR);393.34;0.54;28.19
Peçanha (MG);229.76;0.61;39.05
Pederneiras (SP);554.15;0.5;18.6
Pé de Serra (BA);133.43;0.46;45.28
Pedra Azul (MG);219.51;0.56;35.91
Pedra Bela (SP);374.5;0.45;22.9
Pedra Bonita (MG);248.58;0.5;35.42
Pedra Branca (CE);163.51;0.51;49.65
Pedra Branca do Amapari (AP);181.08;0.61;39.42
Pedra Branca (PB);119.55;0.52;48.88
Pedra do Anta (MG);203.52;0.55;33.72
Pedra do Indaiá (MG);372.91;0.42;20.29
Pedra Dourada (MG);280.18;0.48;33.72
Pedra Grande (RN);144.71;0.51;56.21
Pedra Lavrada (PB);139.78;0.49;56.31
Pedralva (MG);350.78;0.55;26.01
Pedra Mole (SE);172.23;0.46;50.59
Pedranópolis (SP);341.01;0.47;19.2
Pedrão (BA);122.44;0.5;42.52
Pedra (PE);175.19;0.56;62.46
Pedra Preta (MT);402.99;0.48;26.23
Pedra Preta (RN);112.46;0.58;60.92
Pedras Altas (RS);283.28;0.52;20.9
Pedras de Fogo (PB);157.42;0.53;47.55
Pedras de Maria da Cruz (MG);147.82;0.47;38.14
Pedras Grandes (SC);435.53;0.41;18.4
Pedregulho (SP);469.81;0.51;18.9
Pedreiras (MA);220.77;0.55;35.91
Pedreira (SP);716.18;0.46;14.4
Pedrinhas Paulista (SP);674.88;0.56;14.7
Pedrinhas (SE);164.66;0.52;52.67
Pedrinópolis (MG);527.03;0.48;20.33
Pedro Afonso (TO);319.3;0.57;31.25
Pedro Alexandre (BA);101.44;0.51;46.06
Pedro Avelino (RN);233.26;0.52;53.02
Pedro Canário (ES);283.72;0.52;26.18
Pedro de Toledo (SP);440.98;0.5;28
Pedro do Rosário (MA);83.81;0.56;60.48
Pedro Gomes (MS);344.28;0.55;26.51
Pedro Ii (PI);126.68;0.57;38.89
Pedro Laurentino (PI);100.88;0.51;49.76
Pedro Leopoldo (MG);545.58;0.56;17.8
Pedro Osório (RS);528.69;0.58;23.3
Pedro Régis (PB);123.7;0.52;47.95
Pedro Teixeira (MG);232.78;0.46;41.82
Pedro Velho (RN);184.26;0.54;51.69
Peixe-Boi (PA);162.14;0.55;45.94
Peixe (TO);244.1;0.57;34.09
Peixoto de Azevedo (MT);557.17;0.64;33.08
Pejuçara (RS);553.43;0.52;20
Pelotas (RS);685.88;0.59;19.09
Penaforte (CE);189.06;0.54;37.93
Penalva (MA);118.91;0.51;57.11
Penápolis (SP);709.68;0.53;17.2
Pendências (RN);203.39;0.5;59.22
Penedo (AL);255.31;0.59;42.32
Penha (SC);521.21;0.44;19.2
Pentecoste (CE);169.1;0.56;53.37
Pequeri (MG);400.45;0.49;24.08
Pequi (MG);433.47;0.55;22.54
Pequizeiro (TO);207.38;0.47;40.03
Perdigão (MG);577.46;0.45;16.95
Perdizes (MG);537.97;0.56;20.33
Perdões (MG);468.67;0.52;16.15
Pereira Barreto (SP);514.72;0.53;21.1
Pereiras (SP);574.04;0.51;16.5
Pereiro (CE);138.16;0.61;46.24
Peri Mirim (MA);107.5;0.53;56.56
Periquito (MG);207.89;0.47;28.72
Peritiba (SC);494.07;0.47;17.6
Peritoró (MA);119.28;0.6;48
Perobal (PR);324.77;0.43;27.26
Pérola D'Oeste (PR);321.14;0.53;23.91
Perolândia (GO);420.93;0.58;30.8
Pérola (PR);454.85;0.57;26.39
Peruíbe (SP);631.29;0.57;22.4
Pescador (MG);257.44;0.52;32.77
Pesqueira (PE);225.33;0.56;69.08
Petrolândia (PE);232.31;0.55;47.35
Petrolândia (SC);463.81;0.53;23.8
Petrolina de Goiás (GO);381.5;0.52;21.9
Petrolina (PE);404.4;0.63;35.89
Petrópolis (RJ);790.41;0.56;18.21
Piaçabuçu (AL);164.28;0.52;45.52
Piacatu (SP);431.91;0.44;24.7
Piancó (PB);202.44;0.53;40.98
Piatã (BA);149.11;0.54;38.23
Piau (MG);247.66;0.42;24.08
Picada Café (RS);627.1;0.35;20
Piçarra (PA);235.44;0.52;32.77
Picos (PI);355.58;0.57;32.32
Picuí (PB);183.89;0.53;49.94
Piedade de Caratinga (MG);248.1;0.45;40.79
Piedade de Ponte Nova (MG);322.51;0.62;34.42
Piedade do Rio Grande (MG);237.08;0.5;34.42
Piedade dos Gerais (MG);245.49;0.47;31.15
Piedade (SP);552.06;0.48;21
Piên (PR);444.27;0.43;29.59
Pilão Arcado (BA);90.26;0.6;55.7
Pilar (AL);185.83;0.51;51.11
Pilar de Goiás (GO);232.81;0.54;28.5
Pilar do Sul (SP);470.75;0.58;24.8
Pilar (PB);176.31;0.49;47.55
Pilões (PB);126.26;0.53;47.59
Pilões (RN);150.61;0.47;41.33
Pilõezinhos (PB);138.62;0.43;34.85
Pimenta Bueno (RO);505.58;0.59;27.5
Pimenta (MG);482.25;0.5;20.29
Pimenteiras do Oeste (RO);216.55;0.49;26.45
Pimenteiras (PI);115;0.57;42.61
Pindaí (BA);159.8;0.54;36.3
Pindamonhangaba (SP);662.88;0.56;17
Pindaré-Mirim (MA);160.99;0.53;48.15
Pindoba (AL);132.07;0.58;47.98
Pindobaçu (BA);160.03;0.54;48.62
Pindorama do Tocantins (TO);221.36;0.56;46.27
Pindorama (SP);516.27;0.45;17.7
Pindoretama (CE);205.36;0.45;46.66
Pingo-D'Água (MG);196.89;0.44;33.68
Pinhais (PR);589.74;0.48;24
Pinhalão (PR);370.88;0.55;28.8
Pinhal da Serra (RS);294.31;0.52;18.7
Pinhal de São Bento (PR);259.78;0.55;26.41
Pinhal Grande (RS);433.52;0.55;24.4
Pinhal (RS);625.79;0.55;17.9
Pinhalzinho (SC);527.4;0.53;16.7
Pinhalzinho (SP);515.8;0.49;21.2
Pinhão (PR);308;0.58;32.5
Pinhão (SE);173.49;0.49;52.18
Pinheiral (RJ);481.43;0.51;18.33
Pinheirinho do Vale (RS);289.38;0.57;23
Pinheiro Machado (RS);430.37;0.55;18.1
Pinheiro (MA);165.07;0.57;48.69
Pinheiro Preto (SC);484.11;0.45;25.4
Pinheiros (ES);316.24;0.56;26.85
Pintadas (BA);171.35;0.47;47.81
Pintópolis (MG);144.94;0.54;35.47
Pio Ix (PI);154.79;0.56;52.99
Pio Xii (MA);117.46;0.53;59.22
Piquerobi (SP);420.29;0.54;22.5
Piquet Carneiro (CE);141.99;0.53;47.3
Piquete (SP);566.59;0.5;18.1
Piracaia (SP);583.85;0.53;19.8
Piracanjuba (GO);490.75;0.54;24.7
Piracema (MG);269.31;0.52;31.16
Piracicaba (SP);899.91;0.52;16.8
Piracuruca (PI);147.79;0.58;37.44
Piraí do Norte (BA);141.85;0.49;36.56
Piraí do Sul (PR);410.79;0.58;28.81
Piraí (RJ);532.6;0.55;18.33
Pirajuba (MG);531.74;0.52;19.41
Pirajuí (SP);534.33;0.5;14.2
Piraju (SP);639.91;0.55;22.1
Pirambu (SE);223.1;0.53;46.59
Piranga (MG);190.53;0.59;37.06
Pirangi (SP);695.15;0.44;15.8
Piranguçu (MG);317.59;0.46;26.12
Piranguinho (MG);384.03;0.49;26.12
Piranhas (AL);257.64;0.65;43.69
Piranhas (GO);377.2;0.55;23.8
Pirapemas (MA);99.32;0.53;53.15
Pirapetinga (MG);450.63;0.51;25.44
Pirapora do Bom Jesus (SP);483.15;0.48;22.6
Pirapora (MG);396.44;0.59;30.42
Pirapó (RS);225.32;0.56;24.3
Pirapozinho (SP);584.62;0.53;20.2
Piraquara (PR);425.7;0.42;18.4
Piraquê (TO);219.69;0.52;35.32
Pirassununga (SP);789.94;0.51;16.2
Piratininga (SP);690.78;0.52;17.3
Piratini (RS);381.33;0.56;20.9
Piratuba (SC);498.12;0.51;23
Piraúba (MG);371.08;0.53;18.52
Pirenópolis (GO);356.28;0.55;24.9
Pires do Rio (GO);619.95;0.55;23.5
Pires Ferreira (CE);128.37;0.51;49.42
Piripá (BA);153.91;0.48;37.64
Piripiri (PI);212.53;0.56;41.74
Piritiba (BA);175.24;0.56;42.54
Pirpirituba (PB);191.83;0.52;50.09
Pitanga (PR);360.41;0.63;26.8
Pitangueiras (PR);368.78;0.39;22.2
Pitangueiras (SP);495.9;0.43;21.8
Pitangui (MG);471.26;0.52;14.97
Pitimbu (PB);227.76;0.51;47.59
Piúma (ES);480.79;0.53;18.8
Piumhi (MG);668.96;0.54;17.63
Pium (TO);305.06;0.56;37.75
Placas (PA);217.66;0.59;34.63
Plácido de Castro (AC);228.86;0.55;26
Planaltina do Paraná (PR);351.7;0.48;26.6
Planaltina (GO);338.63;0.45;25.6
Planaltino (BA);143.01;0.49;49.16
Planalto Alegre (SC);538.54;0.53;19
Planalto (BA);186.95;0.47;54.59
Planalto da Serra (MT);299.95;0.47;25.75
Planalto (PR);358.72;0.51;29.39
Planalto (RS);371.68;0.58;24.4
Planalto (SP);560.64;0.44;22.1
Planura (MG);460.03;0.47;20.73
Platina (SP);366.22;0.47;24
Poá (SP);610.4;0.45;19.4
Poção de Pedras (MA);109.14;0.53;53.15
Poção (PE);156.92;0.54;84.55
Pocinhos (PB);149.25;0.51;44.55
Poço Branco (RN);134.19;0.52;51.04
Poço Dantas (PB);127.02;0.49;67.52
Poço das Antas (RS);474.3;0.39;17.8
Poço das Trincheiras (AL);69.2;0.64;66.63
Poço de José de Moura (PB);170.95;0.61;43.24
Poções (BA);204.45;0.54;42.75
Poço Fundo (MG);487.87;0.48;20.6
Poconé (MT);320.08;0.57;32.3
Poço Redondo (SE);103.75;0.59;50.99
Poços de Caldas (MG);867.68;0.52;13.27
Poço Verde (SE);164.02;0.51;46.59
Pocrane (MG);279.89;0.49;30.25
Pojuca (BA);281.47;0.53;39.61
Poloni (SP);604.46;0.52;16.2
Pombal (PB);228.33;0.54;38.23
Pombos (PE);214.66;0.56;48
Pomerode (SC);763.48;0.41;17.3
Pompéia (SP);620.79;0.48;14.6
Pompéu (MG);478.26;0.56;29.88
Pongaí (SP);602.56;0.51;18.7
Ponta de Pedras (PA);166.45;0.58;35.37
Ponta Grossa (PR);629.15;0.56;20.4
Pontal do Araguaia (MT);433.1;0.49;19.82
Pontal do Paraná (PR);542.13;0.51;21.39
Pontalina (GO);663.44;0.58;23.2
Pontalinda (SP);261.69;0.4;19.8
Pontal (SP);699.28;0.45;22.6
Pontão (RS);406.21;0.56;18
Ponta Porã (MS);516.27;0.62;21.69
Ponte Alta do Bom Jesus (TO);228.3;0.63;37.05
Ponte Alta do Norte (SC);412.86;0.5;28.2
Ponte Alta do Tocantins (TO);249.79;0.65;45.19
Ponte Alta (SC);332.68;0.59;29.2
Ponte Branca (MT);311.8;0.49;24.43
Ponte Nova (MG);479.58;0.57;29.2
Ponte Preta (RS);299.22;0.39;17.7
Pontes E Lacerda (MT);493.75;0.57;23.47
Ponte Serrada (SC);418.06;0.53;31.2
Pontes Gestal (SP);413.76;0.39;24.4
Ponto Belo (ES);288.62;0.61;33.5
Ponto Chique (MG);159.67;0.45;38.39
Ponto dos Volantes (MG);117.58;0.53;43.3
Ponto Novo (BA);123.53;0.49;50.89
Populina (SP);377.19;0.47;22.5
Porangaba (SP);463.2;0.48;16.6
Poranga (CE);123.9;0.56;49.42
Porangatu (GO);602.11;0.56;25.7
Porciúncula (RJ);356.24;0.56;19.6
Porecatu (PR);552.46;0.44;24.9
Portalegre (RN);166.71;0.55;54.49
Portão (RS);629.38;0.44;18.2
Porteirão (GO);540.72;0.39;21.9
Porteiras (CE);167.91;0.55;41.17
Porteirinha (MG);201.55;0.54;38.99
Portelândia (GO);434.91;0.49;23
Portel (PA);183.15;0.64;34.63
Porto Acre (AC);217.7;0.54;32.2
Porto Alegre do Norte (MT);416.44;0.52;33.98
Porto Alegre do Piauí (PI);114.28;0.49;43.07
Porto Alegre do Tocantins (TO);150.71;0.51;37.41
Porto Alegre (RS);1399.5;0.6;16.04
Porto Amazonas (PR);402.32;0.49;25.3
Porto Barreiro (PR);338;0.53;26.7
Porto Belo (SC);633.26;0.49;21.1
Porto Calvo (AL);150.9;0.52;41.38
Porto da Folha (SE);119.7;0.56;55.12
Porto de Moz (PA);168.31;0.59;37.8
Porto de Pedras (AL);99.56;0.53;51.11
Porto do Mangue (RN);133.95;0.53;55.13
Porto dos Gaúchos (MT);451.29;0.48;25.29
Porto Esperidião (MT);367.93;0.59;35.18
Porto Estrela (MT);225.77;0.44;33.98
Porto Feliz (SP);576.34;0.47;20.3
Porto Ferreira (SP);663.38;0.47;20.9
Porto Firme (MG);219.06;0.47;28.63
Porto Franco (MA);288.72;0.57;38.58
Porto Grande (AP);336.12;0.56;30.83
Porto Lucena (RS);316.49;0.53;18.6
Porto Mauá (RS);303.87;0.41;19.6
Porto Murtinho (MS);335.85;0.59;29.51
Porto Nacional (TO);375.93;0.58;35.32
Porto (PI);109.85;0.57;52.85
Porto Real do Colégio (AL);120.15;0.61;55.23
Porto Real (RJ);438.1;0.49;21.44
Porto Rico do Maranhão (MA);123.64;0.48;48.79
Porto Rico (PR);356.86;0.48;26.9
Porto Seguro (BA);391.35;0.62;35.33
Porto União (SC);580.98;0.55;21.8
Porto Velho (RO);613.61;0.58;27.5
Porto Vera Cruz (RS);227.93;0.46;19.6
Porto Vitória (PR);340.08;0.51;33.4
Porto Walter (AC);134.95;0.51;41.58
Porto Xavier (RS);431.67;0.63;17
Posse (GO);301.18;0.58;27.2
Poté (MG);192.39;0.54;37.49
Potengi (CE);153.86;0.58;45.65
Potim (SP);369.73;0.44;27
Potiraguá (BA);135.8;0.49;44.4
Potirendaba (SP);598.89;0.46;16.8
Potiretama (CE);136.46;0.53;46.24
Pouso Alegre (MG);770.44;0.53;19.79
Pouso Alto (MG);372.81;0.53;23.95
Pouso Novo (RS);619.15;0.61;13.3
Pouso Redondo (SC);466.09;0.52;19.6
Poxoréo (MT);366.79;0.54;21.35
Pracinha (SP);239.55;0.38;20.5
Pracuúba (AP);180.57;0.59;34.26
Prado (BA);278.1;0.55;46.7
Prado Ferreira (PR);375.26;0.48;18.89
Pradópolis (SP);570.55;0.45;24
Prados (MG);284.56;0.48;25.51
Praia Grande (SC);428.91;0.52;25.8
Praia Grande (SP);759.05;0.49;17.8
Praia Norte (TO);97.81;0.58;61.71
Prainha (PA);121.01;0.57;43.48
Pranchita (PR);535.36;0.6;25.61
Prata do Piauí (PI);137.75;0.54;41.11
Prata (MG);542.88;0.51;27.4
Pratânia (SP);553.4;0.53;23.1
Prata (PB);193.81;0.54;47.59
Pratápolis (MG);436.19;0.45;21.52
Pratinha (MG);469.76;0.53;16.36
Presidente Alves (SP);456.74;0.47;24
Presidente Bernardes (MG);193.78;0.52;25.35
Presidente Bernardes (SP);505.69;0.53;20.5
Presidente Castello Branco (SC);588.04;0.49;17.8
Presidente Castelo Branco (PR);378.75;0.47;20.5
Presidente Dutra (BA);183.51;0.53;54.96
Presidente Dutra (MA);230.43;0.56;40
Presidente Epitácio (SP);581.34;0.56;22.2
Presidente Figueiredo (AM);387.62;0.6;35.34
Presidente Getúlio (SC);595.29;0.42;18
Presidente Jânio Quadros (BA);140.22;0.52;41.52
Presidente Juscelino (MA);90.11;0.6;56.56
Presidente Juscelino (MG);167.52;0.5;36.62
Presidente Juscelino (RN);241.8;0.61;55.13
Presidente Kennedy (ES);302.8;0.56;31.72
Presidente Kennedy (TO);236.29;0.51;37.05
Presidente Kubitschek (MG);182.86;0.46;41.28
Presidente Lucena (RS);571.66;0.37;12.3
Presidente Médici (MA);131.68;0.43;48.99
Presidente Médici (RO);348.96;0.53;31.34
Presidente Nereu (SC);351.83;0.41;13.67
Presidente Olegário (MG);349.69;0.47;31.42
Presidente Prudente (SP);954.44;0.57;17.2
Presidente Sarney (MA);103.35;0.48;50.93
Presidente Tancredo Neves (BA);164.96;0.52;51.19
Presidente Vargas (MA);97.27;0.57;48
Presidente Venceslau (SP);728.72;0.55;16.9
Primavera de Rondônia (RO);234.37;0.51;30.38
Primavera do Leste (MT);732.96;0.55;21.44
Primavera (PA);155.86;0.63;38.08
Primavera (PE);166.67;0.45;54.65
Primeira Cruz (MA);117.39;0.55;60.31
Primeiro de Maio (PR);404.65;0.52;26.6
Princesa Isabel (PB);196.49;0.55;51.05
Princesa (SC);326.48;0.49;23.6
Professor Jamil (GO);370.03;0.52;29.2
Progresso (RS);424.37;0.43;20.4
Promissão (SP);526.3;0.5;20.6
Propriá (SE);282.52;0.57;36.75
Protásio Alves (RS);684.02;0.52;14.1
Prudente de Morais (MG);316.13;0.46;25.8
Prudentópolis (PR);283.84;0.57;23.49
Pugmil (TO);229.71;0.44;43.19
Pureza (RN);131.26;0.51;56.21
Putinga (RS);445.02;0.51;19.5
Puxinanã (PB);140.65;0.53;44.7
Quadra (SP);387.07;0.49;17.7
Quaraí (RS);454.1;0.56;17.9
Quartel Geral (MG);346.52;0.47;29.38
Quarto Centenário (PR);291.18;0.52;25.61
Quatá (SP);540.77;0.49;20.7
Quatiguá (PR);431.35;0.49;24.88
Quatipuru (PA);139.61;0.6;45.94
Quatis (RJ);479.14;0.5;16.74
Quatro Barras (PR);630.7;0.52;21.39
Quatro Irmãos (RS);228.51;0.47;19.7
Quatro Pontes (PR);580.73;0.47;24
Quebrangulo (AL);151.14;0.56;49.14
Quedas do Iguaçu (PR);442.64;0.58;28.79
Queimada Nova (PI);89.11;0.53;52.85
Queimadas (BA);159.62;0.52;50.02
Queimadas (PB);178.92;0.49;44.05
Queimados (RJ);376.53;0.43;26.51
Queiroz (SP);263.53;0.42;25.1
Queluzito (MG);338;0.47;26.77
Queluz (SP);466.97;0.54;22
Querência do Norte (PR);324.69;0.6;33.82
Querência (MT);489.58;0.62;27.73
Quevedos (RS);317.11;0.55;23.6
Quijingue (BA);109.15;0.58;64.86
Quilombo (SC);516.04;0.59;26.5
Quinta do Sol (PR);345.3;0.51;24.69
Quintana (SP);432.63;0.52;21.3
Quinze de Novembro (RS);504.36;0.47;16.1
Quipapá (PE);145.05;0.48;58.72
Quirinópolis (GO);483.03;0.55;22.2
Quissamã (RJ);377.95;0.52;21.7
Quitandinha (PR);324.44;0.47;32.5
Quiterianópolis (CE);141.41;0.52;36.88
Quixabá (PB);136.85;0.42;56.31
Quixaba (PE);106.26;0.56;73.83
Quixabeira (BA);127.75;0.55;50.43
Quixadá (CE);200.88;0.59;34.53
Quixelô (CE);130.9;0.52;43.75
Quixeramobim (CE);170.44;0.59;43.61
Quixeré (CE);162.84;0.48;37.93
Rafael Fernandes (RN);160.72;0.54;43.58
Rafael Godeiro (RN);171.32;0.51;52.99
Rafael Jambeiro (BA);110.21;0.5;47.88
Rafard (SP);577.04;0.43;20.8
Ramilândia (PR);249.77;0.48;28.8
Rancharia (SP);517.26;0.52;19.8
Rancho Alegre D'Oeste (PR);489.85;0.44;24.69
Rancho Alegre (PR);358.94;0.49;29.02
Rancho Queimado (SC);427.01;0.49;18
Raposa (MA);150.97;0.48;46.88
Raposos (MG);376.85;0.42;28.47
Raul Soares (MG);371.34;0.58;29.2
Realeza (PR);479.2;0.55;23.91
Rebouças (PR);283.06;0.55;28.59
Recife (PE);778.39;0.67;29.78
Recreio (MG);424.37;0.56;25.37
Recursolândia (TO);104.2;0.64;57.33
Redenção (CE);149.24;0.5;43.33
Redenção da Serra (SP);327.91;0.51;20.1
Redenção do Gurguéia (PI);123.32;0.5;48.77
Redenção (PA);404.19;0.56;30.04
Redentora (RS);186.48;0.64;30.5
Reduto (MG);331.47;0.47;29.66
Regeneração (PI);152.34;0.54;37.07
